Jahr,Fachbereich,Personalkategorie,Hochschule,Anzahl
2019,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,46
2019,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,483
2019,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,48
2019,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,65
2019,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,338
2019,1.4 Sozialwissenschaften,Professor/-innen,UZH,73
2019,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,94
2019,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,594
2019,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2019,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,127
2019,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,9
2019,2 Wirtschaftswissenschaften,Professor/-innen,UZH,77
2019,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,124
2019,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,314
2019,3 Recht,Professor/-innen,UZH,57
2019,3 Recht,Übrige Dozierende,UZH,129
2019,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,345
2019,4.1 Exakte Wissenschaften,Professor/-innen,UZH,57
2019,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,47
2019,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,412
2019,4.2 Naturwissenschaften,Professor/-innen,UZH,75
2019,4.2 Naturwissenschaften,Übrige Dozierende,UZH,129
2019,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,915
2019,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2019,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,41
2019,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2019,5.1 Humanmedizin,Professor/-innen,UZH,185
2019,5.1 Humanmedizin,Übrige Dozierende,UZH,2126
2019,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,1405
2019,5.2 Zahnmedizin,Professor/-innen,UZH,11
2019,5.2 Zahnmedizin,Übrige Dozierende,UZH,56
2019,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,127
2019,5.3 Veterinärmedizin,Professor/-innen,UZH,35
2019,5.3 Veterinärmedizin,Übrige Dozierende,UZH,32
2019,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,426
2019,5.4 Pharmazie,Professor/-innen,UZH,0
2019,5.4 Pharmazie,Übrige Dozierende,UZH,0
2019,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2019,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2019,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2019,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2019,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2019,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2019,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2019,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2019,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2019,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2019,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
2019,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
2019,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,11
2019,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2019,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2019,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2019,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2019,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2019,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2019,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2019,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2019,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,1
2019,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,2
2019,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,2
2019,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2019,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2019,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
2019,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
2019,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2019,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2019,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2019,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2019,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2019,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,5
2019,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,1.1 Theologie,Professor/-innen,UZH,15
2020,1.1 Theologie,Übrige Dozierende,UZH,30
2020,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,79
2020,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,63
2020,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,50
2020,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,519
2020,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,49
2020,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,59
2020,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,350
2020,1.4 Sozialwissenschaften,Professor/-innen,UZH,72
2020,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,98
2020,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,571
2020,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2020,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,148
2020,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,12
2020,2 Wirtschaftswissenschaften,Professor/-innen,UZH,79
2020,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,109
2020,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,328
2020,3 Recht,Professor/-innen,UZH,56
2020,3 Recht,Übrige Dozierende,UZH,140
2020,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,340
2020,4.1 Exakte Wissenschaften,Professor/-innen,UZH,62
2020,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,47
2020,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,438
2020,4.2 Naturwissenschaften,Professor/-innen,UZH,81
2020,4.2 Naturwissenschaften,Übrige Dozierende,UZH,143
2020,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,965
2020,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2020,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,36
2020,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,3
2020,5.1 Humanmedizin,Professor/-innen,UZH,187
2020,5.1 Humanmedizin,Übrige Dozierende,UZH,2090
2020,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,1491
2020,5.2 Zahnmedizin,Professor/-innen,UZH,11
2020,5.2 Zahnmedizin,Übrige Dozierende,UZH,53
2020,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,135
2020,5.3 Veterinärmedizin,Professor/-innen,UZH,38
2020,5.3 Veterinärmedizin,Übrige Dozierende,UZH,33
2020,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,442
2020,5.4 Pharmazie,Professor/-innen,UZH,0
2020,5.4 Pharmazie,Übrige Dozierende,UZH,0
2020,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2020,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2020,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2020,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2020,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2020,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2020,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2020,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2020,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2020,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2020,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
2020,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
2020,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2020,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2020,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2020,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2020,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2020,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2020,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2020,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2020,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2020,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2020,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,2
2020,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,4
2020,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2020,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2020,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
2020,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
2020,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,13
2020,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2020,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2020,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2020,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2020,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2020,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2020,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,5
2020,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,1.1 Theologie,Professor/-innen,UZH,15
2021,1.1 Theologie,Übrige Dozierende,UZH,36
2021,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,112
2021,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,61
2021,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,77
2021,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,534
2021,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,51
2021,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,84
2021,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,340
2021,1.4 Sozialwissenschaften,Professor/-innen,UZH,78
2021,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,138
2021,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,589
2021,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2021,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,162
2021,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,18
2021,2 Wirtschaftswissenschaften,Professor/-innen,UZH,75
2021,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,123
2021,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,327
2021,3 Recht,Professor/-innen,UZH,55
2021,3 Recht,Übrige Dozierende,UZH,152
2021,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,354
2021,4.1 Exakte Wissenschaften,Professor/-innen,UZH,61
2021,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,56
2021,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,438
2021,4.2 Naturwissenschaften,Professor/-innen,UZH,84
2021,4.2 Naturwissenschaften,Übrige Dozierende,UZH,157
2021,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,962
2021,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2021,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,42
2021,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,20
2021,5.1 Humanmedizin,Professor/-innen,UZH,189
2021,5.1 Humanmedizin,Übrige Dozierende,UZH,2111
2021,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,1538
2021,5.2 Zahnmedizin,Professor/-innen,UZH,10
2021,5.2 Zahnmedizin,Übrige Dozierende,UZH,62
2021,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,137
2021,5.3 Veterinärmedizin,Professor/-innen,UZH,37
2021,5.3 Veterinärmedizin,Übrige Dozierende,UZH,37
2021,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,444
2021,5.4 Pharmazie,Professor/-innen,UZH,0
2021,5.4 Pharmazie,Übrige Dozierende,UZH,0
2021,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2021,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2021,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2021,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2021,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2021,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2021,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2021,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2021,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2021,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2021,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
2021,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
2021,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2021,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2021,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2021,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2021,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2021,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2021,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2021,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2021,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2021,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2021,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
2021,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,5
2021,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2021,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2021,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
2021,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,2
2021,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,22
2021,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2021,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2021,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2021,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2021,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2021,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2021,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,6
